country,year,p,thr,avg,topavg,denom_total,denom_concept,denom_source,pop,pop_concept,pop_source
URY,2012,0.999,3499786.01657806,3595636.36773332,9368967.59933398,NA,middle,SNA_CEI + SNA_WID,2348145,adults,WID
URY,2012,0.9999,12705471.0754171,44200692.7428059,44200692.7428058,753651464200,upper,SNA_CEI + SNA_WID,2348145,adults,WID
URY,2012,0.9999,12705471.0754171,44200692.7428059,44200692.7428058,506730229259.438,lower,BFM,2348145,adults,WID
URY,2012,0.9999,12705471.0754171,44200692.7428059,44200692.7428058,NA,middle,SNA_CEI + SNA_WID,2348145,adults,WID
URY,2013,0.9,427641.334616225,438620.980535724,856957.979815747,NA,upper,SNA_CEI + SNA_WID,2364044,adults,WID
URY,2013,0.9,427641.334616225,438620.980535724,856957.979815747,588417504971.094,lower,BFM,2364044,adults,WID
URY,2013,0.9,427641.334616225,438620.980535724,856957.979815747,NA,middle,SNA_CEI + SNA_WID,2364044,adults,WID
URY,2013,0.99,1251470.61760229,1279883.78073814,2837765.27890607,NA,upper,SNA_CEI + SNA_WID,2364044,adults,WID
URY,2013,0.99,1251470.61760229,1279883.78073814,2837765.27890607,588417504971.094,lower,BFM,2364044,adults,WID
URY,2013,0.99,1251470.61760229,1279883.78073814,2837765.27890607,NA,middle,SNA_CEI + SNA_WID,2364044,adults,WID
URY,2013,0.999,3937537.75530052,4063660.35682413,11649403.8045609,NA,upper,SNA_CEI + SNA_WID,2364044,adults,WID
URY,2013,0.999,3937537.75530052,4063660.35682413,11649403.8045609,588417504971.094,lower,BFM,2364044,adults,WID
URY,2013,0.999,3937537.75530052,4063660.35682413,11649403.8045609,NA,middle,SNA_CEI + SNA_WID,2364044,adults,WID
URY,2013,0.9999,15197503.1781084,59715174.7296255,59715174.7296255,NA,upper,SNA_CEI + SNA_WID,2364044,adults,WID
URY,2013,0.9999,15197503.1781084,59715174.7296255,59715174.7296255,588417504971.094,lower,BFM,2364044,adults,WID
URY,2013,0.9999,15197503.1781084,59715174.7296255,59715174.7296255,NA,middle,SNA_CEI + SNA_WID,2364044,adults,WID
URY,2014,0.9,486139.120430877,497162.117880825,980918.438084268,NA,upper,SNA_CEI + SNA_WID,2381077,adults,WID
URY,2014,0.9,486139.120430877,497162.117880825,980918.438084268,709041107132.719,lower,BFM,2381077,adults,WID
URY,2014,0.9,486139.120430877,497162.117880825,980918.438084268,NA,middle,SNA_CEI + SNA_WID,2381077,adults,WID
URY,2014,0.99,1439169.52730211,1472635.25949372,3269538.06614753,NA,upper,SNA_CEI + SNA_WID,2381077,adults,WID
URY,2014,0.99,1439169.52730211,1472635.25949372,3269538.06614753,709041107132.719,lower,BFM,2381077,adults,WID
URY,2014,0.99,1439169.52730211,1472635.25949372,3269538.06614753,NA,middle,SNA_CEI + SNA_WID,2381077,adults,WID
URY,2014,0.999,4759359.28514159,4894280.74034496,12948289.3416198,NA,upper,SNA_CEI + SNA_WID,2381077,adults,WID
URY,2014,0.999,4759359.28514159,4894280.74034496,12948289.3416198,709041107132.719,lower,BFM,2381077,adults,WID
URY,2014,0.999,4759359.28514159,4894280.74034496,12948289.3416198,NA,middle,SNA_CEI + SNA_WID,2381077,adults,WID
URY,2014,0.9999,19481755.4652458,59081758.8843021,59081758.884302,NA,upper,SNA_CEI + SNA_WID,2381077,adults,WID
URY,2014,0.9999,19481755.4652458,59081758.8843021,59081758.884302,709041107132.719,lower,BFM,2381077,adults,WID
URY,2014,0.9999,19481755.4652458,59081758.8843021,59081758.884302,NA,middle,SNA_CEI + SNA_WID,2381077,adults,WID
URY,2015,0.9,541230.935084718,552781.115361654,1110074.66901311,NA,upper,SNA_CEI + SNA_WID,2398917,adults,WID
URY,2015,0.9,541230.935084718,552781.115361654,1110074.66901311,754840853589.875,lower,BFM,2398917,adults,WID
URY,2015,0.9,541230.935084718,552781.115361654,1110074.66901311,NA,middle,SNA_CEI + SNA_WID,2398917,adults,WID
URY,2015,0.99,1609449.42524889,1648589.10211397,3842606.41160635,NA,upper,SNA_CEI + SNA_WID,2398917,adults,WID
URY,2015,0.99,1609449.42524889,1648589.10211397,3842606.41160635,754840853589.875,lower,BFM,2398917,adults,WID
URY,2015,0.99,1609449.42524889,1648589.10211397,3842606.41160635,NA,middle,SNA_CEI + SNA_WID,2398917,adults,WID
URY,2015,0.999,5514647.86126788,5693023.50081106,16086100.0020192,NA,upper,SNA_CEI + SNA_WID,2398917,adults,WID
URY,2015,0.999,5514647.86126788,5693023.50081106,16086100.0020192,754840853589.875,lower,BFM,2398917,adults,WID
URY,2015,0.999,5514647.86126788,5693023.50081106,16086100.0020192,NA,middle,SNA_CEI + SNA_WID,2398917,adults,WID
URY,2015,0.9999,23335209.784781,77061650.1053543,77061650.1053542,NA,upper,SNA_CEI + SNA_WID,2398917,adults,WID
URY,2015,0.9999,23335209.784781,77061650.1053543,77061650.1053542,754840853589.875,lower,BFM,2398917,adults,WID
URY,2015,0.9999,23335209.784781,77061650.1053543,77061650.1053542,NA,middle,SNA_CEI + SNA_WID,2398917,adults,WID
URY,2016,0.9,606348.803949376,616894.208376489,1281431.47283031,1145090408448,upper,SNA_CEI + SNA_WID,2416656,adults,WID
URY,2016,0.9,606348.803949376,616894.208376489,1281431.47283031,863553435052.594,lower,BFM,2416656,adults,WID
URY,2016,0.9,606348.803949376,616894.208376489,1281431.47283031,NA,middle,SNA_CEI + SNA_WID,2416656,adults,WID
URY,2016,0.99,1835608.25954164,1884627.79520271,4653249.57464821,1145090408448,upper,SNA_CEI + SNA_WID,2416656,adults,WID
URY,2016,0.99,1835608.25954164,1884627.79520271,4653249.57464821,863553435052.594,lower,BFM,2416656,adults,WID
URY,2016,0.99,1835608.25954164,1884627.79520271,4653249.57464821,NA,middle,SNA_CEI + SNA_WID,2416656,adults,WID
URY,2016,0.999,7115240.93428565,7331500.52462306,19802724.7671813,1145090408448,upper,SNA_CEI + SNA_WID,2416656,adults,WID
URY,2016,0.999,7115240.93428565,7331500.52462306,19802724.7671813,863553435052.594,lower,BFM,2416656,adults,WID
URY,2016,0.999,7115240.93428565,7331500.52462306,19802724.7671813,NA,middle,SNA_CEI + SNA_WID,2416656,adults,WID
URY,2016,0.9999,33517815.8077921,87415688.9816849,87415688.9816849,1145090408448,upper,SNA_CEI + SNA_WID,2416656,adults,WID
URY,2016,0.9999,33517815.8077921,87415688.9816849,87415688.9816849,863553435052.594,lower,BFM,2416656,adults,WID
URY,2016,0.9999,33517815.8077921,87415688.9816849,87415688.9816849,NA,middle,SNA_CEI + SNA_WID,2416656,adults,WID
ARG,2000,0.9,0,0,8237.96138680656,NA,upper,SNA_WID (override 2000+),23434025,adults,WID
ARG,2000,0.9,0,0,8237.96138680656,134758313872.031,lower,BFM,23434025,adults,WID
ARG,2000,0.99,27015.8692703197,28371.9477332679,65612.3806682359,NA,upper,SNA_WID (override 2000+),23434025,adults,WID
ARG,2000,0.99,27015.8692703197,28371.9477332679,65612.3806682359,134758313872.031,lower,BFM,23434025,adults,WID
ARG,2000,0.999,106030.410345623,108752.013002089,232343.077509914,NA,upper,SNA_WID (override 2000+),23434025,adults,WID
ARG,2000,0.999,106030.410345623,108752.013002089,232343.077509914,134758313872.031,lower,BFM,23434025,adults,WID
ARG,2000,0.9999,382430.462951478,794573.140518822,794573.140518823,NA,upper,SNA_WID (override 2000+),23434025,adults,WID
ARG,2000,0.9999,382430.462951478,794573.140518822,794573.140518823,134758313872.031,lower,BFM,23434025,adults,WID
ARG,2001,0.9,0,0,5947.04101012554,NA,upper,SNA_WID (override 2000+),23812258,adults,WID
ARG,2001,0.9,0,0,5947.04101012554,127494538251.782,lower,BFM,23812258,adults,WID
ARG,2001,0.99,20991.2432914735,22080.5562969184,50485.0632513069,NA,upper,SNA_WID (override 2000+),23812258,adults,WID
ARG,2001,0.99,20991.2432914735,22080.5562969184,50485.0632513069,127494538251.782,lower,BFM,23812258,adults,WID
ARG,2001,0.999,83444.0156175981,85345.7689409212,153288.095440264,NA,upper,SNA_WID (override 2000+),23812258,adults,WID
ARG,2001,0.999,83444.0156175981,85345.7689409212,153288.095440264,127494538251.782,lower,BFM,23812258,adults,WID
ARG,2001,0.9999,235114.06065569,450237.466997592,450237.466997592,NA,upper,SNA_WID (override 2000+),23812258,adults,WID
ARG,2001,0.9999,235114.06065569,450237.466997592,450237.466997592,127494538251.782,lower,BFM,23812258,adults,WID
ARG,2002,0.9,0,0,8743.14024274121,NA,upper,SNA_WID (override 2000+),24186898,adults,WID
ARG,2002,0.9,0,0,8743.14024274121,113232722159.549,lower,BFM,24186898,adults,WID
ARG,2002,0.99,28502.6032220463,29834.2048152871,62293.6365422385,NA,upper,SNA_WID (override 2000+),24186898,adults,WID
ARG,2002,0.99,28502.6032220463,29834.2048152871,62293.6365422385,113232722159.549,lower,BFM,24186898,adults,WID
ARG,2002,0.999,99299.5395699737,101703.314297511,180558.359589508,NA,upper,SNA_WID (override 2000+),24186898,adults,WID
ARG,2002,0.999,99299.5395699737,101703.314297511,180558.359589508,113232722159.549,lower,BFM,24186898,adults,WID
ARG,2002,0.9999,281462.500483175,529272.158181166,529272.158181166,NA,upper,SNA_WID (override 2000+),24186898,adults,WID
ARG,2002,0.9999,281462.500483175,529272.158181166,529272.158181166,113232722159.549,lower,BFM,24186898,adults,WID
ARG,2003,0.9,0,0,10742.0248962473,NA,upper,SNA_WID (override 2000+),24551852,adults,WID
ARG,2003,0.9,0,0,10742.0248962473,159672269165.742,lower,BFM,24551852,adults,WID
ARG,2003,0.99,34824.5134727464,36303.2302483657,74991.011656834,NA,upper,SNA_WID (override 2000+),24551852,adults,WID
ARG,2003,0.99,34824.5134727464,36303.2302483657,74991.011656834,159672269165.742,lower,BFM,24551852,adults,WID
ARG,2003,0.999,118846.261454441,121674.954935151,215314.618910385,NA,upper,SNA_WID (override 2000+),24551852,adults,WID
ARG,2003,0.999,118846.261454441,121674.954935151,215314.618910385,159672269165.742,lower,BFM,24551852,adults,WID
ARG,2003,0.9999,326855.960692191,622383.186119568,622383.186119568,NA,upper,SNA_WID (override 2000+),24551852,adults,WID
ARG,2003,0.9999,326855.960692191,622383.186119568,622383.186119568,159672269165.742,lower,BFM,24551852,adults,WID
ARG,2004,0.9,0,0,10777.2969366601,NA,upper,SNA_WID (override 2000+),24913234,adults,WID
ARG,2004,0.9,0,0,10777.2969366601,190376760532.359,lower,BFM,24913234,adults,WID
ARG,2004,0.99,33522.052990048804,35018.9435715094,77664.3397861526,NA,upper,SNA_WID (override 2000+),24913234,adults,WID
ARG,2004,0.99,33522.052990048804,35018.9435715094,77664.3397861526,190376760532.359,lower,BFM,24913234,adults,WID
ARG,2004,0.999,128666.810725665,131849.365824167,228506.70871674,NA,upper,SNA_WID (override 2000+),24913234,adults,WID
ARG,2004,0.999,128666.810725665,131849.365824167,228506.70871674,190376760532.359,lower,BFM,24913234,adults,WID
ARG,2004,0.9999,325440.771957676,618612.03671178,618612.036711781,NA,upper,SNA_WID (override 2000+),24913234,adults,WID
ARG,2004,0.9999,325440.771957676,618612.03671178,618612.036711781,190376760532.359,lower,BFM,24913234,adults,WID
ARG,2005,0.9,0,0,11252.1790909214,NA,upper,SNA_WID (override 2000+),25278559,adults,WID
ARG,2005,0.9,0,0,11252.1790909214,249238905339.969,lower,BFM,25278559,adults,WID
ARG,2005,0.99,36047.5373011524,37963.9078080231,86629.9347145003,NA,upper,SNA_WID (override 2000+),25278559,adults,WID
ARG,2005,0.99,36047.5373011524,37963.9078080231,86629.9347145003,249238905339.969,lower,BFM,25278559,adults,WID
ARG,2005,0.999,147228.684981332,151217.279151416,256390.108532729,NA,upper,SNA_WID (override 2000+),25278559,adults,WID
ARG,2005,0.999,147228.684981332,151217.279151416,256390.108532729,249238905339.969,lower,BFM,25278559,adults,WID
ARG,2005,0.9999,381117.892678584,701235.434804193,701235.434804193,NA,upper,SNA_WID (override 2000+),25278559,adults,WID
ARG,2005,0.9999,381117.892678584,701235.434804193,701235.434804193,249238905339.969,lower,BFM,25278559,adults,WID
ARG,2006,0.9,0,0,13418.8562032691,NA,upper,SNA_WID (override 2000+),25645281,adults,WID
ARG,2006,0.9,0,0,13418.8562032691,302500705061.492,lower,BFM,25645281,adults,WID
ARG,2006,0.99,43762.2717790827,45921.9831566691,101172.439663536,NA,upper,SNA_WID (override 2000+),25645281,adults,WID
ARG,2006,0.99,43762.2717790827,45921.9831566691,101172.439663536,302500705061.492,lower,BFM,25645281,adults,WID
ARG,2006,0.999,169662.588500102,172923.994294479,297651.804696519,NA,upper,SNA_WID (override 2000+),25645281,adults,WID
ARG,2006,0.999,169662.588500102,172923.994294479,297651.804696519,302500705061.492,lower,BFM,25645281,adults,WID
ARG,2006,0.9999,459355.891523079,915665.059669699,915665.059669699,NA,upper,SNA_WID (override 2000+),25645281,adults,WID
ARG,2006,0.9999,459355.891523079,915665.059669699,915665.059669699,302500705061.492,lower,BFM,25645281,adults,WID
ARG,2007,0.9,0,0,18207.8164065594,NA,upper,SNA_WID (override 2000+),26005613,adults,WID
ARG,2007,0.9,0,0,18207.8164065594,409959824000.062,lower,BFM,26005613,adults,WID
ARG,2007,0.99,58226.1965423249,61376.1088053773,140002.403155624,NA,upper,SNA_WID (override 2000+),26005613,adults,WID
ARG,2007,0.99,58226.1965423249,61376.1088053773,140002.403155624,409959824000.062,lower,BFM,26005613,adults,WID
ARG,2007,0.999,234020.466818648,240244.516657184,434657.348828035,NA,upper,SNA_WID (override 2000+),26005613,adults,WID
ARG,2007,0.999,234020.466818648,240244.516657184,434657.348828035,409959824000.062,lower,BFM,26005613,adults,WID
ARG,2007,0.9999,650560.673029884,1259513.33595007,1259513.33595007,NA,upper,SNA_WID (override 2000+),26005613,adults,WID
ARG,2007,0.9999,650560.673029884,1259513.33595007,1259513.33595007,409959824000.062,lower,BFM,26005613,adults,WID
ARG,2008,0.9,0,0,13504.3441500593,NA,upper,SNA_WID (override 2000+),26372262,adults,WID
ARG,2008,0.9,0,0,13504.3441500593,560573130771.656,lower,BFM,26372262,adults,WID
ARG,2008,0.99,38858.4518340802,42153.6787309505,121508.835237789,NA,upper,SNA_WID (override 2000+),26372262,adults,WID
ARG,2008,0.99,38858.4518340802,42153.6787309505,121508.835237789,560573130771.656,lower,BFM,26372262,adults,WID
ARG,2008,0.999,217818.085899064,223331.599224199,403497.702211994,NA,upper,SNA_WID (override 2000+),26372262,adults,WID
ARG,2008,0.999,217818.085899064,223331.599224199,403497.702211994,560573130771.656,lower,BFM,26372262,adults,WID
ARG,2008,0.9999,662282.649938215,1138247.95212956,1138247.95212956,NA,upper,SNA_WID (override 2000+),26372262,adults,WID
ARG,2008,0.9999,662282.649938215,1138247.95212956,1138247.95212956,560573130771.656,lower,BFM,26372262,adults,WID
ARG,2009,0.9,0,0,17778.4747162377,NA,upper,SNA_WID (override 2000+),26755592,adults,WID
ARG,2009,0.9,0,0,17778.4747162377,687256975138.5,lower,BFM,26755592,adults,WID
ARG,2009,0.99,53029.0777676464,57167.2936045086,155585.973662499,NA,upper,SNA_WID (override 2000+),26755592,adults,WID
ARG,2009,0.99,53029.0777676464,57167.2936045086,155585.973662499,687256975138.5,lower,BFM,26755592,adults,WID
ARG,2009,0.999,269840.122215921,275844.392905162,479149.877622535,NA,upper,SNA_WID (override 2000+),26755592,adults,WID
ARG,2009,0.999,269840.122215921,275844.392905162,479149.877622535,687256975138.5,lower,BFM,26755592,adults,WID
ARG,2009,0.9999,724914.629269307,1329394.65049567,1329394.65049567,NA,upper,SNA_WID (override 2000+),26755592,adults,WID
ARG,2009,0.9999,724914.629269307,1329394.65049567,1329394.65049567,687256975138.5,lower,BFM,26755592,adults,WID
ARG,2010,0.9,0,0,34607.9373913998,NA,upper,SNA_WID (override 2000+),27144516,adults,WID
ARG,2010,0.9,0,0,34607.9373913998,872818686879,lower,BFM,27144516,adults,WID
ARG,2010,0.99,131499.82387907,137983.534721996,270482.714752798,NA,upper,SNA_WID (override 2000+),27144516,adults,WID
ARG,2010,0.99,131499.82387907,137983.534721996,270482.714752798,872818686879,lower,BFM,27144516,adults,WID
ARG,2010,0.999,436238.86986723,445988.136692364,762464.063888556,NA,upper,SNA_WID (override 2000+),27144516,adults,WID
ARG,2010,0.999,436238.86986723,445988.136692364,762464.063888556,872818686879,lower,BFM,27144516,adults,WID
ARG,2010,0.9999,1205422.49174274,2024509.69882592,2024509.69882592,NA,upper,SNA_WID (override 2000+),27144516,adults,WID
ARG,2010,0.9999,1205422.49174274,2024509.69882592,2024509.69882592,872818686879,lower,BFM,27144516,adults,WID
ARG,2011,0.9,0,0,23177.9847041066,NA,upper,SNA_WID (override 2000+),27542842,adults,WID
ARG,2011,0.9,0,0,23177.9847041066,1184830737990.19,lower,BFM,27542842,adults,WID
ARG,2011,0.99,73228.0404476702,79024.536289917,199894.886468268,NA,upper,SNA_WID (override 2000+),27542842,adults,WID
ARG,2011,0.99,73228.0404476702,79024.536289917,199894.886468268,1184830737990.19,lower,BFM,27542842,adults,WID
ARG,2011,0.999,340491.702309317,348239.944043772,597552.95939879,NA,upper,SNA_WID (override 2000+),27542842,adults,WID
ARG,2011,0.999,340491.702309317,348239.944043772,597552.95939879,1184830737990.19,lower,BFM,27542842,adults,WID
ARG,2011,0.9999,950600.63973346,1607130.30275555,1607130.30275555,NA,upper,SNA_WID (override 2000+),27542842,adults,WID
ARG,2011,0.9999,950600.63973346,1607130.30275555,1607130.30275555,1184830737990.19,lower,BFM,27542842,adults,WID
ARG,2012,0.9,0,0,44939.1520585833,NA,upper,SNA_WID (override 2000+),27943707,adults,WID
ARG,2012,0.9,0,0,44939.1520585833,1520829702367.17,lower,BFM,27943707,adults,WID
ARG,2012,0.99,169743.252980082,175510.138674695,324464.432390869,NA,upper,SNA_WID (override 2000+),27943707,adults,WID
ARG,2012,0.99,169743.252980082,175510.138674695,324464.432390869,1520829702367.17,lower,BFM,27943707,adults,WID
ARG,2012,0.999,516873.68391576,527363.696522871,876387.175608034,NA,upper,SNA_WID (override 2000+),27943707,adults,WID
ARG,2012,0.999,516873.68391576,527363.696522871,876387.175608034,1520829702367.17,lower,BFM,27943707,adults,WID
ARG,2012,0.9999,1369347.72106744,2170070.75720556,2170070.75720556,NA,upper,SNA_WID (override 2000+),27943707,adults,WID
ARG,2012,0.9999,1369347.72106744,2170070.75720556,2170070.75720556,1520829702367.17,lower,BFM,27943707,adults,WID
ARG,2013,0.9,0,0,60711.5331110358,NA,upper,SNA_WID (override 2000+),28341396,adults,WID
ARG,2013,0.9,0,0,60711.5331110358,1933126353140.72,lower,BFM,28341396,adults,WID
ARG,2013,0.99,217541.315571957,223844.979117244,409889.563274539,NA,upper,SNA_WID (override 2000+),28341396,adults,WID
ARG,2013,0.99,217541.315571957,223844.979117244,409889.563274539,1933126353140.72,lower,BFM,28341396,adults,WID
ARG,2013,0.999,645232.473647002,659331.537956862,1116594.16280229,NA,upper,SNA_WID (override 2000+),28341396,adults,WID
ARG,2013,0.999,645232.473647002,659331.537956862,1116594.16280229,1933126353140.72,lower,BFM,28341396,adults,WID
ARG,2013,0.9999,1680386.17788767,2910447.19325675,2910447.19325675,NA,upper,SNA_WID (override 2000+),28341396,adults,WID
ARG,2013,0.9999,1680386.17788767,2910447.19325675,2910447.19325675,1933126353140.72,lower,BFM,28341396,adults,WID
ARG,2014,0.9,0,0,125716.116263934,NA,upper,SNA_WID (override 2000+),28745666,adults,WID
ARG,2014,0.9,0,0,125716.116263934,2627552007978.25,lower,BFM,28745666,adults,WID
ARG,2014,0.99,350104.27313351,359209.14581664,655462.537310506,NA,upper,SNA_WID (override 2000+),28745666,adults,WID
ARG,2014,0.99,350104.27313351,359209.14581664,655462.537310506,2627552007978.25,lower,BFM,28745666,adults,WID
ARG,2014,0.999,998091.467996858,1020546.61487542,1866950.25359727,NA,upper,SNA_WID (override 2000+),28745666,adults,WID
ARG,2014,0.999,998091.467996858,1020546.61487542,1866950.25359727,2627552007978.25,lower,BFM,28745666,adults,WID
ARG,2014,0.9999,2695066.74716928,5443148.97387635,5443148.97387634,NA,upper,SNA_WID (override 2000+),28745666,adults,WID
ARG,2014,0.9999,2695066.74716928,5443148.97387635,5443148.97387634,2627552007978.25,lower,BFM,28745666,adults,WID
ARG,2015,0.9,0,0,154206.30181536,NA,upper,SNA_WID (override 2000+),29152873,adults,WID
ARG,2015,0.99,449662.004714539,461157.766210977,846007.811430344,NA,upper,SNA_WID (override 2000+),29152873,adults,WID
ARG,2015,0.999,1313407.95643259,1347053.01309106,2423392.05137824,NA,upper,SNA_WID (override 2000+),29152873,adults,WID
ARG,2015,0.9999,3439222.90143422,7223641.63834339,7223641.63834339,NA,upper,SNA_WID (override 2000+),29152873,adults,WID
ARG,2016,0.9,0,0,206468.4959301,NA,upper,SNA_WID (override 2000+),29542154,adults,WID
ARG,2016,0.9,0,0,206468.4959301,3613524966366.88,lower,BFM,29542154,adults,WID
ARG,2016,0.99,626414.897992769,642983.034649237,1212471.62279426,NA,upper,SNA_WID (override 2000+),29542154,adults,WID
ARG,2016,0.99,626414.897992769,642983.034649237,1212471.62279426,3613524966366.88,lower,BFM,29542154,adults,WID
ARG,2016,0.999,1921468.50832341,1973853.42684155,3782402.8720549,NA,upper,SNA_WID (override 2000+),29542154,adults,WID
ARG,2016,0.999,1921468.50832341,1973853.42684155,3782402.8720549,3613524966366.88,lower,BFM,29542154,adults,WID
ARG,2016,0.9999,4780492.68514578,14893727.5592448,14893727.5592448,NA,upper,SNA_WID (override 2000+),29542154,adults,WID
ARG,2016,0.9999,4780492.68514578,14893727.5592448,14893727.5592448,3613524966366.88,lower,BFM,29542154,adults,WID
ARG,2017,0.9,0,0,250853.552953105,NA,upper,SNA_WID (override 2000+),29914836,adults,WID
ARG,2017,0.9,0,0,250853.552953105,4740279373958.12,lower,BFM,29914836,adults,WID
ARG,2017,0.99,836753.617654998,859427.731223387,1659183.09611167,NA,upper,SNA_WID (override 2000+),29914836,adults,WID
ARG,2017,0.99,836753.617654998,859427.731223387,1659183.09611167,4740279373958.12,lower,BFM,29914836,adults,WID
ARG,2017,0.999,2420408.50709025,2449633.96825744,5400962.64936932,NA,upper,SNA_WID (override 2000+),29914836,adults,WID
ARG,2017,0.999,2420408.50709025,2449633.96825744,5400962.64936932,4740279373958.12,lower,BFM,29914836,adults,WID
